id,item_id,price,week,year,date_created,date_updated
37,11002110008,15761.90,11,2024,2024-03-17T13:13:17+00:00,2024-03-17T14:18:30+00:00
4592,11002110008,16670.89,13,2024,2024-03-25T15:23:20+00:00,2024-03-27T11:12:52+00:00
9066,11002110008,16670.89,14,2024,2024-04-03T10:44:33+00:00,2024-04-03T10:44:33+00:00
13182,11002110008,17198.53,15,2024,2024-04-10T12:44:14+00:00,2024-04-10T12:44:14+00:00
17391,11002110008,17198.53,16,2024,2024-04-17T11:27:35+00:00,2024-04-17T11:27:35+00:00
21608,11002110008,18623.51,17,2024,2024-04-24T19:28:05+00:00,2024-04-24T19:28:05+00:00
25783,11002110008,18623.51,18,2024,2024-05-01T10:41:57+00:00,2024-05-01T10:41:57+00:00
29951,11002110008,15098.44,19,2024,2024-05-08T18:03:19+00:00,2024-05-08T18:03:19+00:00
34091,11002110008,15098.44,20,2024,2024-05-15T18:20:00+00:00,2024-05-15T18:20:00+00:00
38230,11002110008,6395.37,21,2024,2024-05-22T14:11:51+00:00,2024-05-22T14:11:51+00:00
42386,11002110008,6395.37,22,2024,2024-05-30T22:16:03+00:00,2024-05-30T22:16:03+00:00
46538,11002110008,19245.61,23,2024,2024-06-06T20:46:13+00:00,2024-06-06T20:46:13+00:00
50706,11002110008,19245.61,24,2024,2024-06-14T10:58:56+00:00,2024-06-14T10:58:56+00:00
54881,11002110008,15921.08,25,2024,2024-06-19T19:42:34+00:00,2024-06-19T19:42:34+00:00
59038,11002110008,15921.08,26,2024,2024-06-26T13:24:39+00:00,2024-06-26T13:24:39+00:00
63201,11002110008,16265.90,27,2024,2024-07-05T19:30:03+00:00,2024-07-05T19:30:03+00:00
67379,11002110008,16265.90,28,2024,2024-07-11T08:55:43+00:00,2024-07-11T08:55:43+00:00
71554,11002110008,15848.75,29,2024,2024-07-21T13:27:57+00:00,2024-07-21T13:27:57+00:00
75820,11002110008,15848.75,30,2024,2024-07-26T16:28:13+00:00,2024-07-26T16:28:13+00:00
80082,11002110008,16103.86,32,2024,2024-08-07T20:18:28+00:00,2024-08-09T14:31:14+00:00
84367,11002110008,17097.00,35,2024,2024-08-30T14:15:21+00:00,2024-08-30T14:15:21+00:00
88651,11002110008,11243.79,37,2024,2024-09-11T14:22:01+00:00,2024-09-11T14:22:01+00:00
92970,11002110008,11243.79,38,2024,2024-09-18T15:00:10+00:00,2024-09-18T15:00:10+00:00
97298,11002110008,16732.52,39,2024,2024-09-25T12:11:24+00:00,2024-09-25T12:11:24+00:00
101585,11002110008,17449.06,41,2024,2024-10-11T17:05:28+00:00,2024-10-11T17:05:28+00:00
105831,11002110008,17635.53,44,2024,2024-11-03T16:44:19+00:00,2024-11-03T16:44:19+00:00
110115,11002110008,19413.13,47,2024,2024-11-20T11:38:01+00:00,2024-11-20T11:38:01+00:00
114323,11002110008,14030.84,50,2024,2024-12-11T16:49:09+00:00,2024-12-11T16:49:09+00:00
118549,11002110008,16944.94,51,2024,2024-12-18T12:32:51+00:00,2024-12-18T12:32:51+00:00
122757,11002110008,27925.31,1,2025,2025-01-01T20:10:29+00:00,2025-01-01T20:10:29+00:00
126938,11002110008,25255.45,3,2025,2025-01-15T21:05:35+00:00,2025-01-15T21:05:35+00:00
131213,11002110008,25255.45,6,2025,2025-02-04T20:20:53+00:00,2025-02-04T20:20:53+00:00
135494,11002110008,5784.44,10,2025,2025-03-03T17:22:57+00:00,2025-03-03T17:22:57+00:00
140001,11002110008,2887.82,11,2025,2025-03-12T11:02:00+00:00,2025-03-12T11:02:00+00:00
144515,11002110008,14440.83,13,2025,2025-03-26T16:27:12+00:00,2025-03-26T16:27:12+00:00
148995,11002110008,11134.26,15,2025,2025-04-09T13:34:04+00:00,2025-04-09T13:34:04+00:00
153545,11002110008,3985.05,17,2025,2025-04-23T12:05:08+00:00,2025-04-23T12:05:08+00:00
158008,11002110008,6847.94,19,2025,2025-05-07T13:04:13+00:00,2025-05-07T13:04:13+00:00
162492,11002110008,31258.44,21,2025,2025-05-21T19:47:52+00:00,2025-05-21T19:47:52+00:00
167004,11002110008,10472.51,23,2025,2025-06-04T11:19:10+00:00,2025-06-04T11:19:10+00:00
171400,11002110008,15045.88,25,2025,2025-06-18T11:54:12+00:00,2025-06-18T11:54:12+00:00
175973,11002110008,17228.17,26,2025,2025-06-25T17:26:02+00:00,2025-06-25T17:26:02+00:00
180428,11002110008,1067.83,28,2025,2025-07-09T13:03:34+00:00,2025-07-09T13:03:34+00:00
184864,11002110008,21747.15,30,2025,2025-07-23T20:38:42+00:00,2025-07-23T20:38:42+00:00
189268,11002110008,21747.15,32,2025,2025-08-06T13:25:05+00:00,2025-08-06T13:25:05+00:00
189269,11002110008,22812.60,36,2025,2025-09-02T09:16:50+00:00,2025-09-02T09:16:50+00:00
189270,11002110008,11576.45,37,2025,2025-09-10T21:54:43+00:00,2025-09-10T21:54:43+00:00
189271,11002110008,8282.42,39,2025,2025-09-24T16:16:15+00:00,2025-09-24T16:16:15+00:00
189272,11002110008,33951.96,43,2025,2025-10-22T17:32:50+00:00,2025-10-22T17:32:50+00:00
189273,11002110008,56.59,51,2025,2025-12-20T14:24:33+00:00,2025-12-20T14:24:33+00:00
